"","year","month","monthYear","state","CharacteristicName","hasStateReg","firstRegYear","currentRegYear","USDARegion","avgValue"
"59",2000,3,Mar 2000,"DE","Nitrogen",TRUE,1975,2014,"Northeast",2.55025
"60",2000,3,Mar 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",9.37311827956989
"61",2000,3,Mar 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",2.71666666666667
"62",2000,3,Mar 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.761111111111111
"63",2000,3,Mar 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.06
"64",2000,3,Mar 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.50464287158746
"65",2000,3,Mar 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",0.75
"66",2000,3,Mar 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",3.64857142857143
"67",2000,3,Mar 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.41
"68",2000,3,Mar 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",4.40540540540541
"69",2000,3,Mar 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.45856
"70",2000,3,Mar 2000,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.669285714285714
"71",2000,3,Mar 2000,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0676190476190476
"72",2000,3,Mar 2000,"OK","Nitrogen",TRUE,2012,2012,"Southern Plains",2.72633333333333
"73",2000,3,Mar 2000,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.068525
"74",2000,3,Mar 2000,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.428
"75",2000,3,Mar 2000,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.49684782608696
"76",2000,3,Mar 2000,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.297692307692308
"77",2000,3,Mar 2000,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.716333333333333
"78",2000,3,Mar 2000,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.570588235294118
"79",2000,3,Mar 2000,"WV","Nitrate",FALSE,NA,NA,"Appalachian",0.867460714285714
"80",2000,3,Mar 2000,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.00185714285714286
"81",2000,3,Mar 2000,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",0.609727083333333
"82",2000,4,Apr 2000,"AK","Nitrogen",FALSE,NA,NA,NA,0.0416666666666667
"83",2000,4,Apr 2000,"AZ","Nitrate",FALSE,1972,2023,"Mountain",2.06666666666667
"84",2000,4,Apr 2000,"CA","Nitrogen",TRUE,1918,2018,"Pacific",16.7296013423077
"85",2000,4,Apr 2000,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.3125
"86",2000,4,Apr 2000,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.1240000015
"87",2000,4,Apr 2000,"DE","Nitrogen",TRUE,1975,2014,"Northeast",3.11875
"88",2000,4,Apr 2000,"FL","Nitrogen",TRUE,1986,2021,"Southeast",1.49
"89",2000,4,Apr 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",8.42222222222222
"90",2000,4,Apr 2000,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.225
"91",2000,4,Apr 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",1.768
"92",2000,4,Apr 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.614285714285714
"93",2000,4,Apr 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.08
"94",2000,4,Apr 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.42790259222333
"95",2000,4,Apr 2000,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.003
"96",2000,4,Apr 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",0.916666666666667
"97",2000,4,Apr 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",4.41923076923077
"98",2000,4,Apr 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.496666666666667
"99",2000,4,Apr 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",0.848684210526316
"100",2000,4,Apr 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.811283333333333
"101",2000,4,Apr 2000,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.723823528676471
"102",2000,4,Apr 2000,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0680851063829787
"103",2000,4,Apr 2000,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.43422777777778
"104",2000,4,Apr 2000,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.83287931034483
"105",2000,4,Apr 2000,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.276
"106",2000,4,Apr 2000,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.16
"107",2000,4,Apr 2000,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.562
"108",2000,4,Apr 2000,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.480952380952381
"109",2000,4,Apr 2000,"WV","Nitrate",FALSE,NA,NA,"Appalachian",0.628086666666667
"110",2000,4,Apr 2000,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.00175357142857143
"111",2000,4,Apr 2000,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",0.494832
"112",2000,5,May 2000,"AK","Nitrogen",FALSE,NA,NA,NA,0.0333333333333333
"113",2000,5,May 2000,"AZ","Nitrate",FALSE,1972,2023,"Mountain",2.73594117647059
"114",2000,5,May 2000,"AZ","Nitrite",FALSE,1972,2023,"Mountain",0.0018
"115",2000,5,May 2000,"AZ","Nitrogen",FALSE,1972,2023,"Mountain",0.56
"116",2000,5,May 2000,"CA","Nitrogen",TRUE,1918,2018,"Pacific",10.67675
"117",2000,5,May 2000,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.35
"118",2000,5,May 2000,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.191
"119",2000,5,May 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",8.77101449275362
"120",2000,5,May 2000,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.148913043478261
"121",2000,5,May 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.657777777777778
"122",2000,5,May 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.602555555555556
"123",2000,5,May 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.0726315789473684
"124",2000,5,May 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.3656713877551
"125",2000,5,May 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",0.871739130434783
"126",2000,5,May 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",4.15833333333333
"127",2000,5,May 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.27
"128",2000,5,May 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",0.753031914893617
"129",2000,5,May 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.478574468085106
"130",2000,5,May 2000,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.786774193548387
"131",2000,5,May 2000,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0824827586206897
"132",2000,5,May 2000,"PA","Nitrogen",TRUE,1975,2012,"Northeast",0.456116666666667
"133",2000,5,May 2000,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.26857142857143
"134",2000,5,May 2000,"SD","Nitrite",FALSE,NA,NA,"Northern Plains",0.32
"135",2000,5,May 2000,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.65560240963855
"136",2000,5,May 2000,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.33
"137",2000,5,May 2000,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.186666666666667
"138",2000,5,May 2000,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.647083333333333
"139",2000,5,May 2000,"WA","Nitrogen",TRUE,2018,2018,"Pacific",0.02
"140",2000,5,May 2000,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.707727272727273
"141",2000,5,May 2000,"WI","Nitrite",FALSE,NA,NA,"Lake States",0.168
"142",2000,5,May 2000,"WV","Nitrate",FALSE,NA,NA,"Appalachian",0.472786666666667
"143",2000,5,May 2000,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.0015
"144",2000,5,May 2000,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",0.390238
"145",2000,6,Jun 2000,"AK","Nitrogen",FALSE,NA,NA,NA,0.0483333333333333
"146",2000,6,Jun 2000,"AZ","Nitrate",FALSE,1972,2023,"Mountain",2.69
"147",2000,6,Jun 2000,"AZ","Nitrite",FALSE,1972,2023,"Mountain",1
"148",2000,6,Jun 2000,"CA","Nitrogen",TRUE,1918,2018,"Pacific",12.4235555555556
"149",2000,6,Jun 2000,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.18
"150",2000,6,Jun 2000,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.064999998
"151",2000,6,Jun 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",10.3876651982379
"152",2000,6,Jun 2000,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.108974358974359
"153",2000,6,Jun 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",1.32777777777778
"154",2000,6,Jun 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.857519379844961
"155",2000,6,Jun 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.101428571428571
"156",2000,6,Jun 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.04653383768913
"157",2000,6,Jun 2000,"ME","Nitrate",FALSE,NA,NA,"Northeast",0.121
"158",2000,6,Jun 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",1.01923076923077
"159",2000,6,Jun 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",6.08166666666667
"160",2000,6,Jun 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.32
"161",2000,6,Jun 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",0.895950413223141
"162",2000,6,Jun 2000,"NH","Nitrate",FALSE,NA,NA,"Northeast",0.095
"163",2000,6,Jun 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.751796296296296
"164",2000,6,Jun 2000,"NY","Nitrate",FALSE,NA,NA,"Northeast",0.122130434782609
"165",2000,6,Jun 2000,"NY","Nitrite",FALSE,NA,NA,"Northeast",0.02
"166",2000,6,Jun 2000,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.500758619206897
"167",2000,6,Jun 2000,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.107369942196532
"168",2000,6,Jun 2000,"OK","Nitrogen",TRUE,2012,2012,"Southern Plains",1.007
"169",2000,6,Jun 2000,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.235955
"170",2000,6,Jun 2000,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.815026153846154
"171",2000,6,Jun 2000,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.175
"172",2000,6,Jun 2000,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",2.00109523809524
"173",2000,6,Jun 2000,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.77
"174",2000,6,Jun 2000,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.522307692307692
"175",2000,6,Jun 2000,"WA","Nitrogen",TRUE,2018,2018,"Pacific",0.01
"176",2000,6,Jun 2000,"WI","Nitrate",FALSE,NA,NA,"Lake States",1.06275862068966
"177",2000,6,Jun 2000,"WI","Nitrite",FALSE,NA,NA,"Lake States",0.0176666666666667
"178",2000,6,Jun 2000,"WV","Nitrate",FALSE,NA,NA,"Appalachian",0.747989473684211
"179",2000,6,Jun 2000,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.00432142857142857
"180",2000,6,Jun 2000,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",0.460362
"181",2000,7,Jul 2000,"AK","Nitrogen",FALSE,NA,NA,NA,0.0483333333333333
"182",2000,7,Jul 2000,"AZ","Nitrate",FALSE,1972,2023,"Mountain",2.61
"183",2000,7,Jul 2000,"AZ","Nitrite",FALSE,1972,2023,"Mountain",1
"184",2000,7,Jul 2000,"AZ","Nitrogen",FALSE,1972,2023,"Mountain",0.74
"185",2000,7,Jul 2000,"CA","Nitrogen",TRUE,1918,2018,"Pacific",7.27815384615385
"186",2000,7,Jul 2000,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.1825
"187",2000,7,Jul 2000,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.37674999225
"188",2000,7,Jul 2000,"FL","Nitrogen",TRUE,1986,2021,"Southeast",0.724302857142857
"189",2000,7,Jul 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",7.13210526315789
"190",2000,7,Jul 2000,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0931034482758621
"191",2000,7,Jul 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.846153846153846
"192",2000,7,Jul 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.678266666666667
"193",2000,7,Jul 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.09
"194",2000,7,Jul 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.46341618015013
"195",2000,7,Jul 2000,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0143461538461538
"196",2000,7,Jul 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",1.05909090909091
"197",2000,7,Jul 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",3.7
"198",2000,7,Jul 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.12
"199",2000,7,Jul 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",0.802904761904762
"200",2000,7,Jul 2000,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",0.506
"201",2000,7,Jul 2000,"NH","Nitrate",FALSE,NA,NA,"Northeast",0.506666666666667
"202",2000,7,Jul 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.836630434782609
"203",2000,7,Jul 2000,"NY","Nitrate",FALSE,NA,NA,"Northeast",0.0961428571428571
"204",2000,7,Jul 2000,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.93189655262069
"205",2000,7,Jul 2000,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0776808943089431
"206",2000,7,Jul 2000,"OK","Nitrogen",TRUE,2012,2012,"Southern Plains",1.25
"207",2000,7,Jul 2000,"PA","Nitrogen",TRUE,1975,2012,"Northeast",0.846375
"208",2000,7,Jul 2000,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.853084615384615
"209",2000,7,Jul 2000,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",0.355555555555556
"210",2000,7,Jul 2000,"TN","Nitrate",FALSE,NA,NA,"Appalachian",0.833333333333333
"211",2000,7,Jul 2000,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.4887972972973
"212",2000,7,Jul 2000,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.75
"213",2000,7,Jul 2000,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.102
"214",2000,7,Jul 2000,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.683225806451613
"215",2000,7,Jul 2000,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.797222222222222
"216",2000,7,Jul 2000,"WV","Nitrate",FALSE,NA,NA,"Appalachian",0.723505882352941
"217",2000,7,Jul 2000,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.00442142857142857
"218",2000,7,Jul 2000,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",0.566292857142857
"219",2000,8,Aug 2000,"AK","Nitrogen",FALSE,NA,NA,NA,0.0525
"220",2000,8,Aug 2000,"AZ","Nitrate",FALSE,1972,2023,"Mountain",2.60571428571429
"221",2000,8,Aug 2000,"CA","Nitrogen",TRUE,1918,2018,"Pacific",8.76852958914286
"222",2000,8,Aug 2000,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.1725
"223",2000,8,Aug 2000,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.398714285857143
"224",2000,8,Aug 2000,"FL","Nitrogen",TRUE,1986,2021,"Southeast",0.491568888888889
"225",2000,8,Aug 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",3.78183783783784
"226",2000,8,Aug 2000,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.126209677419355
"227",2000,8,Aug 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.824444444444444
"228",2000,8,Aug 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.754237288135593
"229",2000,8,Aug 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.121818181818182
"230",2000,8,Aug 2000,"LA","Nitrate",FALSE,NA,NA,"Delta States",0.0187433333333333
"231",2000,8,Aug 2000,"LA","Nitrite",FALSE,NA,NA,"Delta States",0.00294
"232",2000,8,Aug 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.10774722838137
"233",2000,8,Aug 2000,"ME","Nitrate",FALSE,NA,NA,"Northeast",0.24
"234",2000,8,Aug 2000,"MI","Nitrate",FALSE,NA,NA,"Lake States",0.4951
"235",2000,8,Aug 2000,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0159677419354839
"236",2000,8,Aug 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",1.01428571428571
"237",2000,8,Aug 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",4.61688888888889
"238",2000,8,Aug 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.0394615384615385
"239",2000,8,Aug 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",2.46435897435897
"240",2000,8,Aug 2000,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",0.312
"241",2000,8,Aug 2000,"NH","Nitrate",FALSE,NA,NA,"Northeast",1.18
"242",2000,8,Aug 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.629
"243",2000,8,Aug 2000,"NY","Nitrate",FALSE,NA,NA,"Northeast",0.0901666666666667
"244",2000,8,Aug 2000,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.502963414634146
"245",2000,8,Aug 2000,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0969886094674556
"246",2000,8,Aug 2000,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.40738888888889
"247",2000,8,Aug 2000,"SC","Nitrite",FALSE,NA,NA,"Southeast",0.1272
"248",2000,8,Aug 2000,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.826392
"249",2000,8,Aug 2000,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",0.2
"250",2000,8,Aug 2000,"TN","Nitrate",FALSE,NA,NA,"Appalachian",1.5
"251",2000,8,Aug 2000,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.98216
"252",2000,8,Aug 2000,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.72
"253",2000,8,Aug 2000,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.15
"254",2000,8,Aug 2000,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.518064516129032
"255",2000,8,Aug 2000,"WA","Nitrogen",TRUE,2018,2018,"Pacific",0.02
"256",2000,8,Aug 2000,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.445454545454545
"257",2000,8,Aug 2000,"WV","Nitrate",FALSE,NA,NA,"Appalachian",0.957777777777778
"258",2000,8,Aug 2000,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.00783076923076923
"259",2000,8,Aug 2000,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",0.83122
"260",2000,9,Sep 2000,"AK","Nitrogen",FALSE,NA,NA,NA,0.05
"261",2000,9,Sep 2000,"AZ","Nitrate",FALSE,1972,2023,"Mountain",3.2
"262",2000,9,Sep 2000,"CA","Nitrogen",TRUE,1918,2018,"Pacific",8.36597768257143
"263",2000,9,Sep 2000,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.135
"264",2000,9,Sep 2000,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.1785999984
"265",2000,9,Sep 2000,"FL","Nitrogen",TRUE,1986,2021,"Southeast",0.24984
"266",2000,9,Sep 2000,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",2.24350649350649
"267",2000,9,Sep 2000,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0643884892086331
"268",2000,9,Sep 2000,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.473333333333333
"269",2000,9,Sep 2000,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.632962962962963
"270",2000,9,Sep 2000,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.131428571428571
"271",2000,9,Sep 2000,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.09439033942559
"272",2000,9,Sep 2000,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0114666666666667
"273",2000,9,Sep 2000,"MN","Nitrogen",TRUE,2010,2010,"Lake States",0.858620689655172
"274",2000,9,Sep 2000,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",6.18333333333333
"275",2000,9,Sep 2000,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.37
"276",2000,9,Sep 2000,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",2.8568085106383
"277",2000,9,Sep 2000,"MS","Nitrate",FALSE,NA,NA,"Delta States",0.106
"278",2000,9,Sep 2000,"MS","Nitrite",FALSE,NA,NA,"Delta States",0.022
"279",2000,9,Sep 2000,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.8548
